,roles,companies,locations,experience,skills,skill index
3033,Lead Data Scientist,TransOrg Solutions Services (P) Ltd.,"'Bangalore', ' Delhi ', 'Mumbai'",4-9 ,"['_', 'r', '_', 'python', '_', 'sql', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_']",1.0
3034,Artificial Intelligence/ Machine Learning Freshers,IGT Solutions,'Gurgaon',4-8 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', 'r', '_', 'data science', '_', '_', '_', 'machine learning', '_']",-1.0
3035,Data Scientist (Consumer Industries),Digilytics AI,'Gurgaon',4-7 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', 'r', '_']",-1.0
3036,Social Media Analytics,Cheil India,'Gurgaon',1-4 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3037,Sr Associate Director - Data Science - Insurance - IIT/ IIM/ NIT/ XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3038,Data Scientist - Python,Jubna,'Noida',3-5 ,"['_', '_', '_', 'data science', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3039,"Advisor, Data Science",Dell,'Bangalore',5-8 ,"['_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_']",-1.0
3040,Opening with Data Science,PwC,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",2-5 ,"['_', 'data science', '_', 'big data', '_', 'python', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
3041,Machine Learning Data Science Practitioner (MNC),Krazy Mantra HR Solutions Pvt. Ltd,'Bangalore',12-22 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', 'it skills', '_', 'java', '_', '_', '_', '_', '_', '_', '_']",-1.0
3042,Data Scientist,Optum,"'Noida', 'Gurgaon'",2-6 ,"['_', 'data science', '_', 'r', '_', 'python', '_', 'it skills', '_', 'machine learning', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_']",-1.0
3043,Senior Data Scientist,DECISION POINT PRIVATE LIMITED,"'Gurgaon', 'Chennai\n'",2-5 ,"['_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3044,Senior Associate Director - Data Science - Insurance - IIT/IIM,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3045,Technical Analyst (Azure ETL),Coforge,'Gurgaon',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3046,Machine Learning Developer,Innodata Isogen,'Noida\n',3-5 ,"['_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3047,Distinguished Engineer-(Java +AWS),Fidelity International,"'Gurgaon', 'Delhi'",10-13 ,"['_', 'java', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3048,Machine Learning Engineer - Python,Marktine,"'Jaipur', ' Bangalore', 'Delhi'",4-9 ,"['_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3049,Technical SME - Data Science and Analytics,Fractal Analytics,"'Mumbai', ' Gurgaon', 'Bangalore'",3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3050,Farfetch - Senior Data Scientist,Farfetch,'NewDelhi',5-9 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3051,Head of Delivery - Analytics Consulting,Connexions,'Noida',12-18 ,"['_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3052,Head - Data Science & Analytics - Bank,Dimensions HRD Consultants,'Gurgaon',12-16 ,"['_', 'data science', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3053,Sr. AI Engineer,Pactera,'Hyderabad',4-9 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3054,Data Science Practitioner,Kovaion Consulting India Private Limited,"'Chennai', ' Coimbatore', 'Bangalore'",5-8 ,"['_', 'data science', '_', 'it skills', '_', 'python', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'big data', '_']",-1.0
3055,Senior Data Scientist/Data Scientist,Tredence Analytics Solutions Private Limited,"'Gurgaon', ' Chennai', 'Bangalore'",2-7 ,"['_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3056,Data Scientist,Tiger Analytics India LLP,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', 'Delhi'",4-9 ,"['_', 'data science', '_', 'r', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
3057,Data Scientist Associate,WSE Infratech Private Limited,'Kolkata',2-4 ,"['_', '_', '_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', 'java', '_', 'data science', '_', 'artificial intelligence', '_']",-1.0
3058,Data Science Lead / Manager / Architect,TRH Consultancy Services,"'Kolkata', ' Mumbai', ' Nagpur', ' Hyderabad', ' Pune', ' Chennai', ' Coimbatore', ' Bangalore', 'Delhi'",5-10 ,"['_', 'data science', '_', 'r', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', 'it skills', '_', '_', '_']",-1.0
3059,Hiring For Data Analyst and Data Scientist For Gurgaon Location,Shadow Placements,"'Noida', ' Gurgaon', 'Delhi'",3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'data science', '_', 'r', '_', '_', '_']",-1.0
3060,Hiring For Data Science Intern,FLIP ROBO TECHNOLOGIES PRIVATE LIMITED,"'Noida', 'Bangalore'",0-1 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
3061,Senior Data Scientist,Recruiterflow Inc,'Gurgaon',3-8 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3062,MLAI Digital - Data Engineer ||,MLAI Digital,"'Bangalore', 'Delhi'",3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3063,Senior Data Scientist,ParallelDots,'Gurgaon',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3064,Data Science Manager,Tredence Analytics Solutions Private Limited,"'Pune', ' Gurgaon', ' Chennai', 'Bangalore'",7-12 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3065,Data Science Lead,cliqhr.com,"'Mumbai', ' Hyderabad', ' Pune', ' Chennai', 'Delhi'",5-10 ,"['_', 'it skills', '_', 'python', '_', 'machine learning', '_', 'data science', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
3066,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"'Hyderabad', ' Bangalore', 'Delhi'",5-10 ,"['_', 'machine learning', '_', '_', '_', 'data science', '_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', '_', '_']",-1.0
3067,Data Scientist,DECISION POINT PRIVATE LIMITED,"'Gurgaon', 'Chennai\n'",1-6 ,"['_', 'data science', '_', 'artificial intelligence', '_', 'machine learning', '_', 'python', '_']",-1.0
3068,Python Trainer & Data Science Trainer,CQS TRAINING PRIVATE LIMITED,'NewDelhi',0-4 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3069,Analytics Trainer @ Imarticus Learning,Imarticus,"'Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",4-9 ,"['_', 'data science', '_', 'machine learning', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_']",-1.0
3070,Data Scientist,Infosys,'Bangalore',2-7 ,"['_', 'artificial intelligence', '_', 'machine learning', '_', 'data science', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3071,Big Data Engineer,Advance Talent Services,'Delhi',2-7 ,"['_', 'big data', '_', '_', '_', 'python', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', 'data science', '_']",-1.0
3072,Data Scientist Associate,WSE Infratech Private Limited,'Kolkata',2-4 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'java', '_', 'data science', '_', 'artificial intelligence', '_']",-1.0
3073,AI Developer,SIGNITY CORPORATE SOLUTIONS PRIVATE LIMITED,'Delhi',3-8 ,"['_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3074,Senior Manager / Chief Manager - Data Scientist / Analytics,LIGHTHOUSE SEARCH (OPC) PRIVATE LIMITED,"'Gurgaon', 'Mumbai'",6-11 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', 'artificial intelligence', '_']",-1.0
3075,Aws Developer | Remote,Vaco Binary Semantics LLP,'Remote',5-10 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', 'big data', '_', 'artificial intelligence', '_']",-1.0
3076,Senior Associate Director - Data Science - Insurance - IIT/IIM/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', 'machine learning', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3077,Sr. Software Engineer,HR Divya,'Gurgaon',2-5 ,"['_', 'data science', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3078,Fareportal Hiring : Machine Learning Expert : Work from Anywhere,Fareportal,'Gurgaon',4-9 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
3079,Lead - Machine Learning,Shiprocket,'Delhi',5-9 ,"['_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'sql', '_', '_', '_']",-1.0
3080,Quality Senior Principal Engineer (I9),Dell International Services IndiaPrivate Limited,'Bangalore',12-15 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
3081,"Data Science Engineer, SMART MFG & AI",Micron Tech,'Hyderabad',6-11 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', 'java', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3082,Machine Learning Engineer I,Phenompeople,'Hyderabad',1-6 ,"['_', '_', '_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3083,Machine Learning Engineer II,Phenompeople,'Hyderabad',5-10 ,"['_', '_', '_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3084,Machine Learning Engineer III,Phenompeople,'Hyderabad',6-11 ,"['_', '_', '_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3085,Data Scientist,Wolters Kluwer,"'Mumbai', 'Pune'",6-8 ,"['_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3086,"Faculty For Machine Learning And Big Data Job in Karve Nagar, Pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",'Pune',0-3 ,"['_', '_', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3087,Data Scientist,MABZONE IT SOLUTIONS,"'Mohali', 'Chandigarh'",2-4 ,"['_', '_', '_', 'machine learning', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
3088,Data Scientist,PRI India,'Bangalore',4-8 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3089,Machine Learning Engineer - BTP Core,SAP India Pvt.Ltd,'Bangalore',3-8 ,"['_', 'machine learning', '_', '_', '_', 'data science', '_', '_', '_', 'java', '_', '_', '_', '_', '_', '_', '_']",-1.0
3090,Session Lead (External Contractor),Udacity,'remote',2-5 ,"['_', 'it skills', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', 'machine learning', '_']",-1.0
3091,Hiring For Senior Data Analyst - Chennai,Novac Technology,'Chennai',6-10 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3092,Senior Data & Applied Scientist,Microsoft,"'Hyderabad', 'Bangalore'",5-8 ,"['_', 'big data', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3093,Data & Applied Scientist,Microsoft,"'Hyderabad', 'Bangalore'",12-15 ,"['_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'it skills', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3094,"Manager, Data Science",Micron Tech,'Bangalore',5-10 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_']",-1.0
3095,Opening For Data Science,Saama Technologies,'Pune',3-6 ,"['_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3096,Senior Associate Director - Data Science - Insurance,Huquo Consulting Pvt. Ltd,'Gurgaon',10-15 ,"['_', 'data science', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3097,Data Scientist,Nokia,'Gurgaon',4-7 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3098,Data Scientist-Onsite and offshore,PROKXIMITY,"'Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",3-8 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', 'r', '_', '_', '_']",-1.0
3099,Data Scientist NBFC's -NSE BSE Listed +3000 Employee -Delhi,hCapital Business Consulting Private Limited,'Delhi',3-8 ,"['_', '_', '_', 'python', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3100,Data Science Manager- Artificial Intelligence,Spectral Consultants -Search and Recruitments Firm,"'Pune', ' Gurgaon', 'Bangalore'",9-14 ,"['_', 'big data', '_', 'python', '_', '_', '_', 'it skills', '_', '_', '_', '_', '_', 'data science', '_', '_', '_']",-1.0
3101,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"'Pune', ' Chennai', ' Bangalore', 'Delhi'",7-12 ,"['_', 'data science', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3102,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"'Pune', ' Chennai', ' Bangalore', 'Delhi'",7-12 ,"['_', 'data science', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3103,Python Trainer/Faculty,Computec Professionals Group,'Delhi',1-3 ,"['_', 'java', '_', 'machine learning', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
3104,Senior Advisor Data science,Dell,'Bangalore',8-12 ,"['_', '_', '_', '_', '_', 'data science', '_', 'it skills', '_', '_', '_', 'machine learning', '_', 'big data', '_', '_', '_']",-1.0
3105,Data Scientist Opportunity with Flipkart Data science group,Flipkart,'Bangalore',5-9 ,"['_', 'python', '_', '_', '_', 'data scientist', '_', 'machine learning', '_']",-1.0
3106,Data Scientist: Advanced Analytics,IBM,'Bangalore',2-5 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3107,Sr Data Scientist,Apptio India LLP,'Bangalore',7-11 ,"['_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_']",-1.0
3108,"Intern, Data Science (Autodesk Construction Cloud)",AutoCAD,'Bangalore',1-3 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_']",-1.0
3109,"Senior Engineer, Data Science",Micron Tech,'Hyderabad',4-9 ,"['_', 'python', '_', 'java', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
3110,Data Scientist - Machine Learning,TalPro,"'Gurgaon', 'Delhi'",3-6 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3111,Reporting Analyst / Data Scientist (Supply Chain) - Night Shift,NEWAGE PRODUCT DESIGNS PRIVATE LIMITED,'Remote',4-9 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_']",-1.0
3112,Data Scientist,KWALEE INDIA PRIVATE LIMITED,'Bangalore',2-7 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3113,Junior Data Scientist,KWALEE INDIA PRIVATE LIMITED,'Bangalore',1-6 ,"['_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3114,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"'Mumbai', ' Hyderabad', ' Bangalore', 'Delhi'",10-15 ,"['_', 'r', '_', 'data science', '_', 'python', '_', 'it skills', '_', 'java', '_', '_', '_', 'machine learning', '_', 'big data', '_']",1.0
3115,Head of Data Science,Connexions,'Gurgaon',7-10 ,"['_', 'data science', '_', '_', '_', 'sql', '_', '_', '_', '_', '_', 'big data', '_', 'machine learning', '_', 'python', '_']",-1.0
3116,Trainee AI/ML Engineer,Predictive Research,'Bangalore',0-2 ,"['_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
3117,Data Scientist,Born Commerce,'Bangalore',5-8 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'r', '_', 'data science', '_', 'artificial intelligence', '_']",-1.0
3118,LNT Hiring || Data Scientist || Mumbai & Delhi (On Site),Federal Soft Systems Private Limited,"'Mumbai', 'Delhi'",4-9 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3119,Acon - Data Science ( Immediate joinees ),Pylon Management Consulting Pvt Ltd,"'Pune', ' Gurgaon', 'Bangalore'",1-4 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3120,Data Scientist,BHANIX FINANCE AND INVESTMENT LIMITED,"'Hyderabad', 'Mumbai'",2-5 ,"['_', 'machine learning', '_', 'python', '_', 'sql', '_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_']",-1.0
3121,Applied Intelligence - Machine Learning - Female Only (8-10 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,'Gurgaon',9-12 ,"['_', 'python', '_', 'data science', '_', 'machine learning', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3122,We are looking For Data Science Lead / Manager / Architect role,AddRec Solutions Pvt.Ltd.,"'Hyderabad', ' Pune', ' Chennai', ' Delhi ', 'Mumbai'",6-11 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
3123,Data Science Trainer,MARSIAN Technologies,'Pune',5-10 ,"['_', '_', '_', 'machine learning', '_', 'data science', '_', '_', '_', 'python', '_', 'it skills', '_', '_', '_', '_', '_']",-1.0
3124,Chief Intelligence Officer - Data Science & Analytics,TalPro,"'Mumbai', ' Gurgaon', ' Delhi ', 'Bangalore'",8-12 ,"['_', 'data science', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3125,Machine Learning/AI Engineer,AVE-Promagne,"'Noida', ' Kota', ' Kolkata', ' Visakhapatnam', ' Hyderabad', ' Gurgaon', ' Jaipur', ' Bangalore', 'Delhi'",3-8 ,"['_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
3126,Specialist - Data Scientist,UPL,'Mumbai',7-12 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'r', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_']",-1.0
3127,"Product Manager II, Customer Obsession",Uber,'Bangalore',2-5 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3128,Data Scientist,Shell,'Chennai',3-8 ,"['_', 'r', '_', '_', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1.0
3129,Senior Machine Learning Engineer,Poshmark,'Chennai',2-5 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3130,"Senior Engineer, Data Scientist",Micron Tech,'Hyderabad',4-9 ,"['_', 'data science', '_', 'machine learning', '_', 'python', '_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_']",-1.0
3131,Senior Data Scientist,Utopus Insights,'Bangalore',5-10 ,"['_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3132,Data Science - Sr. Data Scientist,Jet2 Travel Technologies Pvt. Ltd.,'Pune',5-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
3133,Data Scientist/Sr. Data Scientist - German MNC,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED,'Pune',7-12 ,"['_', '_', '_', 'python', '_', 'r', '_', '_', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_']",-1.0
3134,TD - Device eCharSoft Engineer,Micron Tech,'Hyderabad',3-5 ,"['_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3135,"Associate Engineer, Data Scientist",Micron Tech,'Hyderabad',5-10 ,"['_', 'r', '_', '_', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",1.0
3136,Women Returnee | Data Scientist,PayU,'Bangalore',3-8 ,"['_', 'python', '_', '_', '_', '_', '_', 'r', '_', 'machine learning', '_', 'sql', '_', 'it skills', '_', 'data science', '_']",-1.0
3137,"Senior Product Manager, Machine Learning Platform",Better.com,'remote',5-9 ,"['_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
3138,We are hiring For Sr. Manager/Manager Data Scientist - Pune,Peoplefy Infosolutions Pvt. Ltd.,'Pune',9-14 ,"['_', 'data science', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
3139,Data Science,Fluence,'Bangalore',2-3 ,"['_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'machine learning', '_', '_', '_']",-1.0
3140,Product management Intern,Enveda Biosciences,'Remote',0-2 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
3141,Data Scientist,Origo Commodities India Private Limited,'Gurgaon',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
3142,Python Developer,Orcapod Consulting Services Private Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Ahmedabad', ' Chennai', ' Bangalore', 'Delhi'",2-6 ,"['_', 'python', '_', 'data science', '_', '_', '_', 'it skills', '_', 'machine learning', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
3143,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',11-16 ,"['_', 'data science', '_', 'data scientist', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'python', '_']",-1.0
3144,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"['_', 'data science', '_', 'data scientist', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'python', '_']",-1.0
3145,Data Scientist,DigilyticsAI,'Gurgaon',3-6 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'r', '_', 'artificial intelligence', '_']",-1.0
3146,Associate Vice President-Analytics/Data Science - IIM/IIT/XLRI/FMS/NIT,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', 'machine learning', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
3147,Data Science Lead,Continuum Global,'Gurgaon',4-6 ,"['_', 'data science', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_']",-1.0
3148,Associate Vice President - Analytics - Data Science Team,Huquo Consulting Pvt. Ltd,"'Gurgaon', 'Delhi'",10-15 ,"['_', 'data science', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
3149,Senior Associate Director - Data Science- Insurance - IIT/IIM/NIT/XLRI,Huquo Consulting Pvt. Ltd,'Gurgaon',7-12 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', 'it skills', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
3150,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,'Gurgaon',6-10 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_']",-1.0
3151,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,'Gurgaon',2-7 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_']",-1.0
